__time,/pnp_solver/targets/header/stamp/nanosec,/pnp_solver/targets/header/stamp/sec,/pnp_solver/targets/targets[0]/corners[0]/x,/pnp_solver/targets/targets[0]/corners[0]/y,/pnp_solver/targets/targets[0]/corners[0]/z,/pnp_solver/targets/targets[0]/corners[1]/x,/pnp_solver/targets/targets[0]/corners[1]/y,/pnp_solver/targets/targets[0]/corners[1]/z,/pnp_solver/targets/targets[0]/corners[2]/x,/pnp_solver/targets/targets[0]/corners[2]/y,/pnp_solver/targets/targets[0]/corners[2]/z,/pnp_solver/targets/targets[0]/corners[3]/x,/pnp_solver/targets/targets[0]/corners[3]/y,/pnp_solver/targets/targets[0]/corners[3]/z,/pnp_solver/targets/targets[0]/distance,/pnp_solver/targets/targets[0]/header/stamp/nanosec,/pnp_solver/targets/targets[0]/header/stamp/sec,/pnp_solver/targets/targets[0]/pitch,/pnp_solver/targets/targets[0]/position/x,/pnp_solver/targets/targets[0]/position/y,/pnp_solver/targets/targets[0]/position/z,/pnp_solver/targets/targets[0]/yaw
1751354081.500700,499837098.000000000,1751354081.000000000,399.707519531,280.735565186,0.000000000,474.880523682,280.834594727,0.000000000,474.927215576,338.927215576,0.000000000,399.787475586,338.862701416,0.000000000,0.978431951,499837098.000000000,1751354081.000000000,0.127886190,0.963645685,0.114635626,0.124786945,0.118403906
1751354081.512897,511939565.000000000,1751354081.000000000,399.707519531,280.735565186,0.000000000,474.880523682,280.834594727,0.000000000,474.927215576,338.927215576,0.000000000,399.787475586,338.862701416,0.000000000,0.978431951,511939565.000000000,1751354081.000000000,0.127890042,0.963645012,0.114637215,0.124790682,0.118405615
1751354081.523636,522870734.000000000,1751354081.000000000,399.707519531,280.735565186,0.000000000,474.880523682,280.834594727,0.000000000,474.927215576,338.927215576,0.000000000,399.787475586,338.862701416,0.000000000,0.978431951,522870734.000000000,1751354081.000000000,0.127870782,0.963647326,0.114638107,0.124771992,0.118406246
1751354081.537319,536599944.000000000,1751354081.000000000,393.687866211,280.725433350,0.000000000,480.889617920,280.840393066,0.000000000,480.933898926,338.930908203,0.000000000,393.770660400,338.855926514,0.000000000,0.843488501,536599944.000000000,1751354081.000000000,0.127950120,0.830735223,0.098818311,0.107630026,0.118396500
1751354081.563841,562972731.000000000,1751354081.000000000,393.687866211,280.725433350,0.000000000,480.889617920,280.840393066,0.000000000,480.933898926,338.930908203,0.000000000,393.770660400,338.855926514,0.000000000,0.843488501,562972731.000000000,1751354081.000000000,0.127941607,0.830733385,0.098841521,0.107622904,0.118424308
1751354081.583277,582400656.000000000,1751354081.000000000,393.687866211,280.725433350,0.000000000,480.889617920,280.840393066,0.000000000,480.933898926,338.930908203,0.000000000,393.770660400,338.855926514,0.000000000,0.843488501,582400656.000000000,1751354081.000000000,0.127937319,0.830733599,0.098843624,0.107619317,0.118426775
1751354081.594265,593481491.000000000,1751354081.000000000,393.687866211,280.725433350,0.000000000,480.889617920,280.840393066,0.000000000,480.933898926,338.930908203,0.000000000,393.770660400,338.855926514,0.000000000,0.843488501,593481491.000000000,1751354081.000000000,0.127928806,0.830734354,0.098845035,0.107612195,0.118428343
1751354081.603632,602865685.000000000,1751354081.000000000,393.687866211,280.725433350,0.000000000,480.889617920,280.840393066,0.000000000,480.933898926,338.930908203,0.000000000,393.770660400,338.855926514,0.000000000,0.843488501,602865685.000000000,1751354081.000000000,0.127910979,0.830734309,0.098861649,0.107597281,0.118448069
1751354081.612623,611711704.000000000,1751354081.000000000,393.687866211,280.725433350,0.000000000,480.889617920,280.840393066,0.000000000,480.933898926,338.930908203,0.000000000,393.770660400,338.855926514,0.000000000,0.843488501,611711704.000000000,1751354081.000000000,0.127910979,0.830734309,0.098861649,0.107597281,0.118448069
1751354081.621747,620908391.000000000,1751354081.000000000,393.687866211,280.725433350,0.000000000,480.889617920,280.840393066,0.000000000,480.933898926,338.930908203,0.000000000,393.770660400,338.855926514,0.000000000,0.843488501,620908391.000000000,1751354081.000000000,0.127879780,0.830737512,0.098863135,0.107571180,0.118449380
