__time,/pnp_solver/targets/header/stamp/nanosec,/pnp_solver/targets/header/stamp/sec,/pnp_solver/targets/targets[0]/corners[0]/x,/pnp_solver/targets/targets[0]/corners[0]/y,/pnp_solver/targets/targets[0]/corners[0]/z,/pnp_solver/targets/targets[0]/corners[1]/x,/pnp_solver/targets/targets[0]/corners[1]/y,/pnp_solver/targets/targets[0]/corners[1]/z,/pnp_solver/targets/targets[0]/corners[2]/x,/pnp_solver/targets/targets[0]/corners[2]/y,/pnp_solver/targets/targets[0]/corners[2]/z,/pnp_solver/targets/targets[0]/corners[3]/x,/pnp_solver/targets/targets[0]/corners[3]/y,/pnp_solver/targets/targets[0]/corners[3]/z,/pnp_solver/targets/targets[0]/distance,/pnp_solver/targets/targets[0]/header/stamp/nanosec,/pnp_solver/targets/targets[0]/header/stamp/sec,/pnp_solver/targets/targets[0]/pitch,/pnp_solver/targets/targets[0]/position/x,/pnp_solver/targets/targets[0]/position/y,/pnp_solver/targets/targets[0]/position/z,/pnp_solver/targets/targets[0]/yaw
1751360713.300036,299224541.000000000,1751360713.000000000,671.002380371,526.002136230,0.000000000,822.104980469,526.023742676,0.000000000,822.173767090,637.135559082,0.000000000,671.016357422,637.048095703,0.000000000,0.481100684,299224541.000000000,1751360713.000000000,-0.016358930,0.480035328,-0.030988212,-0.007869912,-0.064464578
1751360713.311105,310240205.000000000,1751360713.000000000,677.002136230,506.001037598,0.000000000,816.091491699,506.011932373,0.000000000,816.149169922,624.109863281,0.000000000,677.015747070,624.038085938,0.000000000,0.522401200,310240205.000000000,1751360713.000000000,-0.006916292,0.521315599,-0.033438374,-0.003613038,-0.064054536
1751360713.319820,319080415.000000000,1751360713.000000000,653.000305176,495.000183105,0.000000000,801.069641113,495.005584717,0.000000000,801.119079590,620.092224121,0.000000000,653.008117676,620.031188965,0.000000000,0.490029842,319080415.000000000,1751360713.000000000,-0.003383878,0.489338382,-0.025936200,-0.001658192,-0.052953037
1751360713.376681,375128813.000000000,1751360713.000000000,614.000183105,462.000000000,0.000000000,759.030212402,461.995910645,0.000000000,759.044372559,573.029479980,0.000000000,614.000183105,573.007568359,0.000000000,0.499070935,375128813.000000000,1751360713.000000000,0.017962836,0.498775820,-0.014572956,0.008964216,-0.029209137
1751360713.399396,398417170.000000000,1751360713.000000000,614.000183105,441.999572754,0.000000000,759.032165527,441.990997314,0.000000000,759.040405273,560.023132324,0.000000000,614.000244141,560.004577637,0.000000000,0.498991808,398417170.000000000,1751360713.000000000,0.027286410,0.498597778,-0.014352864,0.013613958,-0.028778510
1751360713.410773,410032249.000000000,1751360713.000000000,610.000183105,445.999694824,0.000000000,743.021911621,445.993774414,0.000000000,743.028686523,557.017822266,0.000000000,610.000061035,557.004089355,0.000000000,0.543891949,410032249.000000000,1751360713.000000000,0.026887331,0.543547611,-0.012599714,0.014621994,-0.023176366
1751360713.419848,419045400.000000000,1751360713.000000000,610.000183105,445.999694824,0.000000000,743.021911621,445.993774414,0.000000000,743.028686523,557.017822266,0.000000000,610.000061035,557.004089355,0.000000000,0.543891949,419045400.000000000,1751360713.000000000,0.026862304,0.543548115,-0.012593765,0.014608387,-0.023165404
1751360713.432675,431823391.000000000,1751360713.000000000,595.999755859,425.998321533,0.000000000,738.021789551,425.989807129,0.000000000,738.023254395,544.012512207,0.000000000,595.999694824,544.002380371,0.000000000,0.509285338,431823391.000000000,1751360713.000000000,0.035826111,0.508879782,-0.008854779,0.018241749,-0.017398776
1751360713.441673,440789162.000000000,1751360713.000000000,591.999755859,430.998657227,0.000000000,722.014038086,430.993072510,0.000000000,722.015258789,540.008911133,0.000000000,591.999633789,540.002014160,0.000000000,0.556231867,440789162.000000000,1751360713.000000000,0.035410480,0.555842813,-0.006554110,0.019692260,-0.011790754
1751360713.449870,448835747.000000000,1751360713.000000000,591.999755859,430.998657227,0.000000000,722.014038086,430.993072510,0.000000000,722.015258789,540.008911133,0.000000000,591.999633789,540.002014160,0.000000000,0.556231867,448835747.000000000,1751360713.000000000,0.035415761,0.555842710,-0.006553973,0.019695196,-0.011790510
