__time,/detected_data/armor[0]/conf_color,/detected_data/armor[0]/conf_number,/detected_data/armor[0]/corners[0]/x,/detected_data/armor[0]/corners[0]/y,/detected_data/armor[0]/corners[0]/z,/detected_data/armor[0]/corners[1]/x,/detected_data/armor[0]/corners[1]/y,/detected_data/armor[0]/corners[1]/z,/detected_data/armor[0]/corners[2]/x,/detected_data/armor[0]/corners[2]/y,/detected_data/armor[0]/corners[2]/z,/detected_data/armor[0]/corners[3]/x,/detected_data/armor[0]/corners[3]/y,/detected_data/armor[0]/corners[3]/z,/detected_data/armor[0]/header/stamp/nanosec,/detected_data/armor[0]/header/stamp/sec,/detected_data/armor[0]/light_corners[0]/x,/detected_data/armor[0]/light_corners[0]/y,/detected_data/armor[0]/light_corners[0]/z,/detected_data/armor[0]/light_corners[1]/x,/detected_data/armor[0]/light_corners[1]/y,/detected_data/armor[0]/light_corners[1]/z,/detected_data/armor[0]/light_corners[2]/x,/detected_data/armor[0]/light_corners[2]/y,/detected_data/armor[0]/light_corners[2]/z,/detected_data/armor[0]/light_corners[3]/x,/detected_data/armor[0]/light_corners[3]/y,/detected_data/armor[0]/light_corners[3]/z,/detected_data/armor[0]/number,/detected_data/armor[0]/thread_id,/detected_data/armor_count,/detected_data/header/stamp/nanosec,/detected_data/header/stamp/sec,/detected_data/target_id
1752906063.719873,0.714574933,1.859243393,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,661779012.000000000,1752906063.000000000,389.061492920,408.922119141,0.000000000,792.966430664,387.333190918,0.000000000,805.881958008,526.414306641,0.000000000,378.428680420,548.277709961,0.000000000,3.000000000,0.000000000,1.000000000,661779012.000000000,1752906063.000000000,3.000000000
1752906063.727339,0.714574933,1.876545906,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,673302262.000000000,1752906063.000000000,388.099822998,407.830810547,0.000000000,791.440185547,388.487915039,0.000000000,805.812255859,526.330322266,0.000000000,379.135162354,547.922973633,0.000000000,3.000000000,0.000000000,1.000000000,673302262.000000000,1752906063.000000000,3.000000000
1752906063.737403,0.714574933,1.998200178,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,694913585.000000000,1752906063.000000000,388.122375488,407.839508057,0.000000000,791.432800293,388.492187500,0.000000000,805.297424316,526.083129883,0.000000000,378.448303223,548.214538574,0.000000000,3.000000000,0.000000000,1.000000000,694913585.000000000,1752906063.000000000,3.000000000
1752906063.746011,0.717254519,1.802512646,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,705914131.000000000,1752906063.000000000,388.130096436,407.820190430,0.000000000,792.962890625,387.365997314,0.000000000,805.854187012,526.389099121,0.000000000,379.112670898,547.988281250,0.000000000,3.000000000,0.000000000,1.000000000,705914131.000000000,1752906063.000000000,3.000000000
1752906063.754581,0.715417266,1.914777279,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,717043038.000000000,1752906063.000000000,388.580322266,407.974456787,0.000000000,791.446289063,388.498077393,0.000000000,805.864807129,526.357727051,0.000000000,378.463409424,548.262207031,0.000000000,3.000000000,0.000000000,1.000000000,717043038.000000000,1752906063.000000000,3.000000000
1752906063.765159,0.715886414,2.052822351,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,728755031.000000000,1752906063.000000000,388.132965088,407.843627930,0.000000000,791.449584961,388.476531982,0.000000000,805.039184570,526.788757324,0.000000000,378.482879639,548.173278809,0.000000000,3.000000000,0.000000000,1.000000000,728755031.000000000,1752906063.000000000,3.000000000
1752906063.774730,0.716239870,1.717032671,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,739445788.000000000,1752906063.000000000,388.114562988,407.819519043,0.000000000,791.455932617,388.451751709,0.000000000,805.857116699,526.389526367,0.000000000,378.470062256,548.217407227,0.000000000,3.000000000,0.000000000,1.000000000,739445788.000000000,1752906063.000000000,3.000000000
1752906063.782058,0.712460220,1.897591710,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,750511750.000000000,1752906063.000000000,388.114715576,407.812316895,0.000000000,791.927001953,388.435241699,0.000000000,803.865478516,526.262451172,0.000000000,379.117706299,547.979125977,0.000000000,3.000000000,0.000000000,1.000000000,750511750.000000000,1752906063.000000000,3.000000000
1752906063.922244,0.716884434,2.018913269,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,883804771.000000000,1752906063.000000000,387.641479492,407.644378662,0.000000000,792.483032227,387.469390869,0.000000000,804.752319336,525.790039063,0.000000000,378.450805664,548.225952148,0.000000000,3.000000000,0.000000000,1.000000000,883804771.000000000,1752906063.000000000,3.000000000
1752906063.936968,0.716053724,1.874865890,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,894915870.000000000,1752906063.000000000,388.136077881,407.817016602,0.000000000,791.468139648,388.483551025,0.000000000,805.059997559,526.786499023,0.000000000,378.475616455,548.239196777,0.000000000,3.000000000,0.000000000,1.000000000,894915870.000000000,1752906063.000000000,3.000000000
1752906063.964755,0.714184582,1.864547729,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,928301303.000000000,1752906063.000000000,388.583740234,407.931091309,0.000000000,792.979248047,387.358398438,0.000000000,804.476318359,526.521850586,0.000000000,378.449218750,548.256958008,0.000000000,3.000000000,0.000000000,1.000000000,928301303.000000000,1752906063.000000000,3.000000000
1752906063.976447,0.716665924,1.681837201,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,939249323.000000000,1752906063.000000000,388.128295898,407.794189453,0.000000000,791.884277344,388.357269287,0.000000000,804.462646484,526.590332031,0.000000000,378.451965332,548.239135742,0.000000000,3.000000000,0.000000000,1.000000000,939249323.000000000,1752906063.000000000,3.000000000
1752906063.986944,0.713232219,2.041867495,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,950277720.000000000,1752906063.000000000,388.108520508,407.835327148,0.000000000,791.466674805,388.423797607,0.000000000,803.877807617,526.317626953,0.000000000,378.435119629,548.251342773,0.000000000,3.000000000,0.000000000,1.000000000,950277720.000000000,1752906063.000000000,3.000000000
1752906063.999449,0.715265214,1.943094850,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,961549226.000000000,1752906063.000000000,388.110961914,407.848999023,0.000000000,791.434204102,388.506561279,0.000000000,806.146423340,527.420227051,0.000000000,379.074768066,547.902343750,0.000000000,3.000000000,0.000000000,1.000000000,961549226.000000000,1752906063.000000000,3.000000000
1752906064.009165,0.716864705,2.037067652,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,972646013.000000000,1752906063.000000000,388.110290527,407.814880371,0.000000000,792.438354492,387.470855713,0.000000000,805.027832031,526.779113770,0.000000000,378.397705078,548.211914063,0.000000000,3.000000000,0.000000000,1.000000000,972646013.000000000,1752906063.000000000,3.000000000
1752906064.019933,0.717235267,1.726037860,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,983745421.000000000,1752906063.000000000,388.105651855,407.845123291,0.000000000,792.948364258,387.417602539,0.000000000,805.039672852,526.796752930,0.000000000,378.474121094,548.137817383,0.000000000,3.000000000,0.000000000,1.000000000,983745421.000000000,1752906063.000000000,3.000000000
1752906064.027925,0.716665924,1.885292292,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,994818317.000000000,1752906063.000000000,388.127899170,407.757507324,0.000000000,791.464477539,388.397583008,0.000000000,805.096679688,526.870849609,0.000000000,379.116088867,547.967529297,0.000000000,3.000000000,0.000000000,1.000000000,994818317.000000000,1752906063.000000000,3.000000000
1752906064.047451,0.713880420,1.692464828,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,17032895.000000000,1752906064.000000000,388.166473389,407.871917725,0.000000000,791.921386719,388.460144043,0.000000000,805.835510254,526.366088867,0.000000000,378.475860596,548.251098633,0.000000000,3.000000000,0.000000000,1.000000000,17032895.000000000,1752906064.000000000,3.000000000
1752906064.054585,0.717653096,1.800305486,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,28352269.000000000,1752906064.000000000,388.119598389,407.829071045,0.000000000,791.886657715,388.404144287,0.000000000,805.053588867,526.828125000,0.000000000,378.487182617,548.232238770,0.000000000,3.000000000,0.000000000,1.000000000,28352269.000000000,1752906064.000000000,3.000000000
1752906064.072660,0.714800596,1.676552057,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,39291714.000000000,1752906064.000000000,388.151062012,407.863250732,0.000000000,791.461303711,388.514831543,0.000000000,804.185180664,525.494812012,0.000000000,378.446655273,548.185302734,0.000000000,3.000000000,0.000000000,1.000000000,39291714.000000000,1752906064.000000000,3.000000000
1752906064.082287,0.714733243,2.035486698,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,50437770.000000000,1752906064.000000000,388.123138428,407.871826172,0.000000000,791.451904297,388.466094971,0.000000000,805.818237305,526.356323242,0.000000000,378.455139160,548.220458984,0.000000000,3.000000000,0.000000000,1.000000000,50437770.000000000,1752906064.000000000,3.000000000
1752906064.090457,0.715417266,1.896929145,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,61447655.000000000,1752906064.000000000,388.128631592,407.841186523,0.000000000,791.896606445,388.438812256,0.000000000,805.628234863,527.089782715,0.000000000,378.471405029,548.198425293,0.000000000,3.000000000,0.000000000,1.000000000,61447655.000000000,1752906064.000000000,3.000000000
1752906064.122647,0.715417266,2.011355639,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,94868993.000000000,1752906064.000000000,387.635131836,407.700164795,0.000000000,792.953369141,387.331451416,0.000000000,805.844970703,526.344238281,0.000000000,379.095367432,547.968261719,0.000000000,3.000000000,0.000000000,1.000000000,94868993.000000000,1752906064.000000000,3.000000000
1752906064.141677,0.716484725,1.820468783,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,105913703.000000000,1752906064.000000000,388.090576172,407.826568604,0.000000000,791.024902344,388.486083984,0.000000000,805.838806152,526.357421875,0.000000000,378.453277588,548.233764648,0.000000000,3.000000000,0.000000000,1.000000000,105913703.000000000,1752906064.000000000,3.000000000
1752906064.154777,0.716032922,1.617638707,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,117096844.000000000,1752906064.000000000,388.126312256,407.831481934,0.000000000,791.452880859,388.449188232,0.000000000,805.844787598,526.408020020,0.000000000,378.420745850,548.269409180,0.000000000,3.000000000,0.000000000,1.000000000,117096844.000000000,1752906064.000000000,3.000000000
1752906064.166232,0.714161456,1.941511035,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,128117021.000000000,1752906064.000000000,388.142120361,407.857177734,0.000000000,791.904418945,388.427703857,0.000000000,805.850280762,526.365722656,0.000000000,378.462432861,548.232299805,0.000000000,3.000000000,0.000000000,1.000000000,128117021.000000000,1752906064.000000000,3.000000000
1752906064.175920,0.714956820,2.023383379,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,150451897.000000000,1752906064.000000000,388.125610352,407.883056641,0.000000000,791.894653320,388.447143555,0.000000000,805.827880859,526.334594727,0.000000000,379.123565674,547.860473633,0.000000000,3.000000000,0.000000000,1.000000000,150451897.000000000,1752906064.000000000,3.000000000
1752906064.192958,0.714867711,1.924601793,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,161581399.000000000,1752906064.000000000,387.633331299,407.703552246,0.000000000,791.461608887,388.501281738,0.000000000,805.028198242,526.737243652,0.000000000,378.444366455,548.220336914,0.000000000,3.000000000,0.000000000,1.000000000,161581399.000000000,1752906064.000000000,3.000000000
1752906064.202920,0.718113303,1.904944420,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,172934220.000000000,1752906064.000000000,388.112304688,407.829650879,0.000000000,792.478454590,387.443939209,0.000000000,804.759765625,525.769775391,0.000000000,378.436248779,548.210205078,0.000000000,3.000000000,0.000000000,1.000000000,172934220.000000000,1752906064.000000000,3.000000000
1752906064.215594,0.718558550,1.856212854,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,183635637.000000000,1752906064.000000000,387.624389648,407.658294678,0.000000000,792.966796875,387.366699219,0.000000000,805.849609375,526.370605469,0.000000000,379.100891113,548.020690918,0.000000000,3.000000000,0.000000000,1.000000000,183635637.000000000,1752906064.000000000,3.000000000
1752906064.224449,0.716198742,1.832562685,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,194829553.000000000,1752906064.000000000,388.115478516,407.828247070,0.000000000,791.460937500,388.485107422,0.000000000,805.073608398,526.849243164,0.000000000,378.437591553,548.225341797,0.000000000,3.000000000,0.000000000,1.000000000,194829553.000000000,1752906064.000000000,3.000000000
1752906064.234020,0.716239870,1.898438334,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,206104628.000000000,1752906064.000000000,387.652221680,407.690490723,0.000000000,791.459533691,388.463195801,0.000000000,805.818115234,526.350891113,0.000000000,378.473114014,548.228637695,0.000000000,3.000000000,0.000000000,1.000000000,206104628.000000000,1752906064.000000000,3.000000000
1752906064.251863,0.714620352,1.670191646,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,228146600.000000000,1752906064.000000000,387.639190674,407.629638672,0.000000000,791.435729980,388.407409668,0.000000000,805.071044922,526.852783203,0.000000000,378.443450928,548.261718750,0.000000000,3.000000000,0.000000000,1.000000000,228146600.000000000,1752906064.000000000,3.000000000
1752906064.270989,0.715265214,1.826667428,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,239288817.000000000,1752906064.000000000,388.106567383,407.803466797,0.000000000,791.430786133,388.465576172,0.000000000,805.068725586,526.848754883,0.000000000,378.438049316,548.256835938,0.000000000,3.000000000,0.000000000,1.000000000,239288817.000000000,1752906064.000000000,3.000000000
1752906064.279121,0.717727721,1.814414501,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,250537327.000000000,1752906064.000000000,388.567657471,407.907775879,0.000000000,792.003723145,387.512756348,0.000000000,805.066101074,526.860839844,0.000000000,378.464660645,548.233764648,0.000000000,3.000000000,0.000000000,1.000000000,250537327.000000000,1752906064.000000000,3.000000000
1752906064.291504,0.717407644,1.840378881,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,261531726.000000000,1752906064.000000000,388.119995117,407.845031738,0.000000000,792.974670410,387.359436035,0.000000000,805.876953125,526.382324219,0.000000000,379.120910645,547.947692871,0.000000000,3.000000000,0.000000000,1.000000000,261531726.000000000,1752906064.000000000,3.000000000
1752906064.301053,0.714733243,1.829425216,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,272607260.000000000,1752906064.000000000,388.130310059,407.832763672,0.000000000,791.444519043,388.512207031,0.000000000,805.024414063,526.748901367,0.000000000,378.444549561,548.176757813,0.000000000,3.000000000,0.000000000,1.000000000,272607260.000000000,1752906064.000000000,3.000000000
1752906064.316385,0.716665924,2.016880512,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,283650611.000000000,1752906064.000000000,388.117523193,407.842712402,0.000000000,792.961669922,387.393096924,0.000000000,805.840515137,526.333862305,0.000000000,378.466613770,548.220092773,0.000000000,3.000000000,0.000000000,1.000000000,283650611.000000000,1752906064.000000000,3.000000000
1752906064.323452,0.716625810,1.741105199,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,294837420.000000000,1752906064.000000000,388.104827881,407.810791016,0.000000000,792.990661621,387.387207031,0.000000000,805.042419434,526.812622070,0.000000000,378.470886230,548.211181641,0.000000000,3.000000000,0.000000000,1.000000000,294837420.000000000,1752906064.000000000,3.000000000
1752906064.337770,0.714323401,1.513730884,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,305994327.000000000,1752906064.000000000,388.123626709,407.781860352,0.000000000,792.950744629,387.331909180,0.000000000,805.844726563,526.379394531,0.000000000,378.441497803,548.265014648,0.000000000,3.000000000,0.000000000,1.000000000,305994327.000000000,1752906064.000000000,3.000000000
1752906064.345260,0.715417266,1.740920544,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,317178672.000000000,1752906064.000000000,387.636596680,407.646820068,0.000000000,791.899902344,388.396331787,0.000000000,805.056762695,526.822570801,0.000000000,378.458740234,548.252807617,0.000000000,3.000000000,0.000000000,1.000000000,317178672.000000000,1752906064.000000000,3.000000000
1752906064.367865,0.713402450,1.683996558,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,339254169.000000000,1752906064.000000000,388.574523926,407.975646973,0.000000000,791.442871094,388.494354248,0.000000000,805.845703125,526.284851074,0.000000000,378.455535889,548.201293945,0.000000000,3.000000000,0.000000000,1.000000000,339254169.000000000,1752906064.000000000,3.000000000
1752906064.375686,0.712712586,1.654022217,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,350572933.000000000,1752906064.000000000,387.642578125,407.655761719,0.000000000,791.465942383,388.444213867,0.000000000,805.855957031,526.327636719,0.000000000,378.439270020,548.226806641,0.000000000,3.000000000,0.000000000,1.000000000,350572933.000000000,1752906064.000000000,3.000000000
1752906064.390440,0.715886414,1.721147895,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,361524359.000000000,1752906064.000000000,388.097045898,407.794342041,0.000000000,792.970703125,387.373718262,0.000000000,805.870849609,526.394348145,0.000000000,378.464477539,548.259887695,0.000000000,3.000000000,0.000000000,1.000000000,361524359.000000000,1752906064.000000000,3.000000000
1752906064.423551,0.717060864,1.742460728,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,394876172.000000000,1752906064.000000000,388.126464844,407.820190430,0.000000000,791.458618164,388.472747803,0.000000000,805.830932617,526.374145508,0.000000000,378.446472168,548.249511719,0.000000000,3.000000000,0.000000000,1.000000000,394876172.000000000,1752906064.000000000,3.000000000
1752906064.437772,0.718040705,1.767016292,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,406044653.000000000,1752906064.000000000,388.106079102,407.812805176,0.000000000,792.959350586,387.390014648,0.000000000,803.635009766,525.286560059,0.000000000,378.457519531,548.247558594,0.000000000,3.000000000,0.000000000,1.000000000,406044653.000000000,1752906064.000000000,3.000000000
1752906064.453300,0.715265214,1.653385520,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,417227037.000000000,1752906064.000000000,388.108520508,407.827362061,0.000000000,791.452026367,388.479278564,0.000000000,805.064880371,526.854980469,0.000000000,378.468933105,548.236755371,0.000000000,3.000000000,0.000000000,1.000000000,417227037.000000000,1752906064.000000000,3.000000000
1752906064.459027,0.718113303,1.667147279,372.000000000,283.000000000,0.000000000,822.000000000,283.000000000,0.000000000,822.000000000,641.000000000,0.000000000,372.000000000,641.000000000,0.000000000,428333012.000000000,1752906064.000000000,388.138641357,407.908447266,0.000000000,792.936584473,387.393554688,0.000000000,805.134582520,526.828308105,0.000000000,380.411621094,547.227355957,0.000000000,3.000000000,0.000000000,1.000000000,428333012.000000000,1752906064.000000000,3.000000000
1752906064.471775,0.714346349,1.870225549,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,439371517.000000000,1752906064.000000000,388.132019043,407.830688477,0.000000000,792.941528320,387.390136719,0.000000000,805.866333008,526.327270508,0.000000000,378.430603027,548.261962891,0.000000000,3.000000000,0.000000000,1.000000000,439371517.000000000,1752906064.000000000,3.000000000
1752906064.481356,0.713974535,1.829133749,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,450396489.000000000,1752906064.000000000,388.117431641,407.802032471,0.000000000,791.033874512,388.437957764,0.000000000,805.282226563,526.086547852,0.000000000,378.455627441,548.261352539,0.000000000,3.000000000,0.000000000,1.000000000,450396489.000000000,1752906064.000000000,3.000000000
1752906064.494014,0.715265214,1.804427385,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,461625218.000000000,1752906064.000000000,388.151977539,407.876800537,0.000000000,792.952636719,387.414215088,0.000000000,804.214965820,525.528503418,0.000000000,378.462921143,548.230834961,0.000000000,3.000000000,0.000000000,1.000000000,461625218.000000000,1752906064.000000000,3.000000000
1752906064.503803,0.718784332,1.787089109,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,472799775.000000000,1752906064.000000000,388.119049072,407.806579590,0.000000000,791.445190430,388.443420410,0.000000000,803.880981445,526.288391113,0.000000000,378.464630127,548.244628906,0.000000000,3.000000000,0.000000000,1.000000000,472799775.000000000,1752906064.000000000,3.000000000
1752906064.515128,0.714642942,1.690033197,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,483706170.000000000,1752906064.000000000,388.123962402,407.750183105,0.000000000,791.452941895,388.445098877,0.000000000,805.040649414,526.843688965,0.000000000,378.438262939,548.244689941,0.000000000,3.000000000,0.000000000,1.000000000,483706170.000000000,1752906064.000000000,3.000000000
1752906064.524627,0.717254519,1.858927846,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,494839204.000000000,1752906064.000000000,387.609649658,407.670776367,0.000000000,792.478393555,387.499816895,0.000000000,805.855895996,526.354614258,0.000000000,378.464752197,548.226074219,0.000000000,3.000000000,0.000000000,1.000000000,494839204.000000000,1752906064.000000000,3.000000000
1752906064.533637,0.713738263,1.832127690,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,506111066.000000000,1752906064.000000000,388.141235352,407.828063965,0.000000000,791.469360352,388.451232910,0.000000000,805.091186523,526.878601074,0.000000000,378.432220459,548.253906250,0.000000000,3.000000000,0.000000000,1.000000000,506111066.000000000,1752906064.000000000,3.000000000
1752906064.549301,0.714665592,1.943134904,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,517095497.000000000,1752906064.000000000,388.082641602,407.810485840,0.000000000,792.938232422,387.386291504,0.000000000,805.062255859,526.768737793,0.000000000,378.497589111,548.193786621,0.000000000,3.000000000,0.000000000,1.000000000,517095497.000000000,1752906064.000000000,3.000000000
1752906064.564086,0.714800596,1.718864322,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,539435199.000000000,1752906064.000000000,388.090332031,407.794982910,0.000000000,792.952819824,387.385894775,0.000000000,805.841796875,526.375000000,0.000000000,378.446166992,548.235473633,0.000000000,3.000000000,0.000000000,1.000000000,539435199.000000000,1752906064.000000000,3.000000000
1752906064.605366,0.717196703,1.767404556,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,583890934.000000000,1752906064.000000000,388.120117188,407.831237793,0.000000000,792.456481934,387.487731934,0.000000000,804.745361328,525.787963867,0.000000000,378.483886719,548.230834961,0.000000000,3.000000000,0.000000000,1.000000000,583890934.000000000,1752906064.000000000,3.000000000
1752906064.619288,0.715265214,1.815018773,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,594858585.000000000,1752906064.000000000,388.106201172,407.822540283,0.000000000,792.914489746,387.362335205,0.000000000,803.887207031,526.255615234,0.000000000,378.461944580,548.221374512,0.000000000,3.000000000,0.000000000,1.000000000,594858585.000000000,1752906064.000000000,3.000000000
1752906064.633569,0.718293130,1.830222607,353.000000000,283.000000000,0.000000000,821.000000000,283.000000000,0.000000000,821.000000000,641.000000000,0.000000000,353.000000000,641.000000000,0.000000000,605927220.000000000,1752906064.000000000,388.567138672,407.918395996,0.000000000,791.440429688,388.503234863,0.000000000,805.809082031,526.357849121,0.000000000,378.462677002,548.223266602,0.000000000,3.000000000,0.000000000,1.000000000,605927220.000000000,1752906064.000000000,3.000000000
