__time,/pnp_solver/targets/header/stamp/nanosec,/pnp_solver/targets/header/stamp/sec,/pnp_solver/targets/targets[0]/corners[0]/x,/pnp_solver/targets/targets[0]/corners[0]/y,/pnp_solver/targets/targets[0]/corners[0]/z,/pnp_solver/targets/targets[0]/corners[1]/x,/pnp_solver/targets/targets[0]/corners[1]/y,/pnp_solver/targets/targets[0]/corners[1]/z,/pnp_solver/targets/targets[0]/corners[2]/x,/pnp_solver/targets/targets[0]/corners[2]/y,/pnp_solver/targets/targets[0]/corners[2]/z,/pnp_solver/targets/targets[0]/corners[3]/x,/pnp_solver/targets/targets[0]/corners[3]/y,/pnp_solver/targets/targets[0]/corners[3]/z,/pnp_solver/targets/targets[0]/distance,/pnp_solver/targets/targets[0]/header/stamp/nanosec,/pnp_solver/targets/targets[0]/header/stamp/sec,/pnp_solver/targets/targets[0]/pitch,/pnp_solver/targets/targets[0]/position/x,/pnp_solver/targets/targets[0]/position/y,/pnp_solver/targets/targets[0]/position/z,/pnp_solver/targets/targets[0]/roll,/pnp_solver/targets/targets[0]/yaw,/pnp_solver/targets/targets[0]/yaw_self
1752816116.396629,372975290.000000000,1752816116.000000000,530.090698242,319.200408936,0.000000000,843.422546387,319.354675293,0.000000000,844.326354980,557.276000977,0.000000000,529.843627930,556.553894043,0.000000000,0.750360419,372975290.000000000,1752816116.000000000,-0.145413452,0.742408356,-0.006795941,-0.108728122,0.000000000,-0.009153657,0.007955476
1752816116.454922,406235638.000000000,1752816116.000000000,530.090698242,319.200408936,0.000000000,843.422546387,319.354675293,0.000000000,844.326354980,557.276000977,0.000000000,529.843627930,556.553894043,0.000000000,0.750360419,406235638.000000000,1752816116.000000000,-0.145382663,0.742411687,-0.006797712,-0.108705263,0.000000000,-0.009156000,0.007955476
1752816116.469080,417500445.000000000,1752816116.000000000,530.090698242,319.200408936,0.000000000,843.422546387,319.354675293,0.000000000,844.326354980,557.276000977,0.000000000,529.843627930,556.553894043,0.000000000,0.750360419,417500445.000000000,1752816116.000000000,-0.145369690,0.742413099,-0.006797486,-0.108695631,0.000000000,-0.009155679,0.007955476
1752816116.476212,428615049.000000000,1752816116.000000000,530.090698242,319.200408936,0.000000000,843.422546387,319.354675293,0.000000000,844.326354980,557.276000977,0.000000000,529.843627930,556.553894043,0.000000000,0.750360419,428615049.000000000,1752816116.000000000,-0.145374622,0.742412559,-0.006797938,-0.108699293,0.000000000,-0.009156294,0.007955476
1752816116.491234,450938442.000000000,1752816116.000000000,530.093811035,315.213043213,0.000000000,843.414367676,315.358520508,0.000000000,844.353881836,562.327026367,0.000000000,529.837219238,561.594909668,0.000000000,0.750330142,450938442.000000000,1752816116.000000000,-0.145845793,0.742331216,-0.006807212,-0.109044699,0.000000000,-0.009169790,0.009199583
1752816116.503052,461777764.000000000,1752816116.000000000,530.093811035,315.213043213,0.000000000,843.414367676,315.358520508,0.000000000,844.353881836,562.327026367,0.000000000,529.837219238,561.594909668,0.000000000,0.750330142,461777764.000000000,1752816116.000000000,-0.145861845,0.742329458,-0.006807959,-0.109056614,0.000000000,-0.009170818,0.009199583
1752816116.514206,472864798.000000000,1752816116.000000000,530.090698242,319.200408936,0.000000000,843.422546387,319.354675293,0.000000000,844.326354980,557.276000977,0.000000000,529.843627930,556.553894043,0.000000000,0.750360419,472864798.000000000,1752816116.000000000,-0.145418308,0.742407936,-0.006784064,-0.108731727,0.000000000,-0.009137665,0.007955476
1752816116.528174,484031450.000000000,1752816116.000000000,530.090698242,319.200408936,0.000000000,843.422546387,319.354675293,0.000000000,844.326354980,557.276000977,0.000000000,529.843627930,556.553894043,0.000000000,0.750360419,484031450.000000000,1752816116.000000000,-0.145418308,0.742407936,-0.006784064,-0.108731727,0.000000000,-0.009137665,0.007955476
1752816116.538102,495298361.000000000,1752816116.000000000,530.090698242,319.200408936,0.000000000,843.422546387,319.354675293,0.000000000,844.326354980,557.276000977,0.000000000,529.843627930,556.553894043,0.000000000,0.750360419,495298361.000000000,1752816116.000000000,-0.145445457,0.742404972,-0.006785323,-0.108751884,0.000000000,-0.009139397,0.007955476
1752816116.547130,506376649.000000000,1752816116.000000000,530.090698242,319.200408936,0.000000000,843.422546387,319.354675293,0.000000000,844.326354980,557.276000977,0.000000000,529.843627930,556.553894043,0.000000000,0.750360419,506376649.000000000,1752816116.000000000,-0.145403716,0.742409439,-0.006793241,-0.108720894,0.000000000,-0.009150007,0.007955476
1752816116.555654,517624372.000000000,1752816116.000000000,530.090698242,319.200408936,0.000000000,843.422546387,319.354675293,0.000000000,844.326354980,557.276000977,0.000000000,529.843627930,556.553894043,0.000000000,0.750360419,517624372.000000000,1752816116.000000000,-0.145403716,0.742409439,-0.006793241,-0.108720894,0.000000000,-0.009150007,0.007955476
1752816116.567779,528704281.000000000,1752816116.000000000,530.090698242,319.200408936,0.000000000,843.422546387,319.354675293,0.000000000,844.326354980,557.276000977,0.000000000,529.843627930,556.553894043,0.000000000,0.750360419,528704281.000000000,1752816116.000000000,-0.145412974,0.742408492,-0.006786714,-0.108727767,0.000000000,-0.009141227,0.007955476
1752816116.577412,539624629.000000000,1752816116.000000000,530.090698242,319.200408936,0.000000000,843.422546387,319.354675293,0.000000000,844.326354980,557.276000977,0.000000000,529.843627930,556.553894043,0.000000000,0.750360419,539624629.000000000,1752816116.000000000,-0.145389350,0.742411060,-0.006786769,-0.108710228,0.000000000,-0.009141270,0.007955476
1752816116.586793,551169053.000000000,1752816116.000000000,530.090698242,319.200408936,0.000000000,843.422546387,319.354675293,0.000000000,844.326354980,557.276000977,0.000000000,529.843627930,556.553894043,0.000000000,0.750360419,551169053.000000000,1752816116.000000000,-0.145378345,0.742412253,-0.006787176,-0.108702057,0.000000000,-0.009141803,0.007955476
